lemma,POS,ipm,freq
спикер,n,"44,7218519",1107
програм,n,"44,68145275",1106
тәмәке,n,"44,56025532",1103
редакция,n,"44,51985618",1102
дәреслек,n,"44,47945704",1101
өс,n,"44,47945704",1101
саф,adj,"44,3582596",1098
намзәт,n,"44,31786046",1097
сишәмбе,n,"44,27746132",1096
эчемлек,n,"44,27746132",1096
шикелле,post,"44,23706217",1095
илһам,n,"44,15626389",1093
эшсез,n,"44,0754656",1091
фронт,n,"44,03506646",1090
акционерлык,adj,"43,99466731",1089
кош,n,"43,99466731",1089
мулла,n,"43,99466731",1089
статистика,n,"43,95426817",1088
көчәйт,v,"43,91386903",1087
чагылыш,n,"43,91386903",1087
шалтырат,v,"43,87346988",1086
әйләнә,n,"43,83307074",1085
Әсгать,np,"43,7926716",1084
ябык,adj,"43,75227245",1083
әфган,n,"43,75227245",1083
Әлфия,np,"43,67147416",1081
кояш,n,"43,59067588",1079
грант,n,"43,55027673",1078
июл,n,"43,55027673",1078
иман,n,"43,50987759",1077
мөстәкыйль,n,"43,4290793",1075
җәрәхәтлә,v,"43,34828102",1073
төзәт,v,"43,22708359",1070
көй,n,"43,18668444",1069
әби,n,"43,1462853",1068
клиник,adj,"43,10588616",1067
нәсел,n,"42,98468872",1064
өстәп,post,"42,98468872",1064
чишү,n,"42,94428958",1063
согуд,n,"42,86349129",1061
ачыклык,n,"42,78269301",1059
аерма,n,"42,70189472",1057
үтерү,n,"42,70189472",1057
линия,n,"42,62109643",1055
үзгәртү,n,"42,58069729",1054
чүп,ideo,"42,41910072",1050
өстен,adj,"42,41910072",1050
кафедра,n,"42,33830243",1048
аграр,adj,"42,29790328",1047
стратегия,n,"42,217105",1045
мари,n,"42,13630671",1043
чәй,n,"42,13630671",1043
гражданлык,n,"42,01510928",1040
христиан,n,"41,89391185",1037
солдат,n,"41,81311356",1035
хәтле,post,"41,81311356",1035
апрел,n,"41,65151699",1031
ачлык,n,"41,48992041",1027
ныкла,v,"41,48992041",1027
позиция,n,"41,44952127",1026
ян,v,"41,40912213",1025
беренчел,adj,"41,36872298",1024
чәршәмбе,n,"41,32832384",1023
Һиндстан,np,"41,2879247",1022
яман,adj,"41,24752555",1021
коры,adj,"41,16672727",1019
күрсәтмә,adj,"41,08592898",1017
таможня,n,"41,08592898",1017
кремл,n,"41,04552983",1016
белемле,adj,"41,00513069",1015
бизә,v,"40,76273583",1009
аш,v,"40,60113926",1005
хуш,adj,"40,43954268",1001
соң,n,"40,39914354",1000
дөреслек,n,"40,31834525",998
хокуклы,adj,"40,23754696",996
балалы,adj,"40,15674868",994
урда,n,"40,15674868",994
авария,n,"40,11634953",993
котыл,v,"40,07595039",992
урынлы,adj,"40,07595039",992
диплом,n,"39,95475296",989
абруйлы,adj,"39,91435382",988
алсу,adj,"39,91435382",988
эчтәлекле,adj,"39,91435382",988
көрәшче,n,"39,7123581",983
дөньядагы,adj,"39,67195895",982
җентекләп,adj,"39,67195895",982
гамәлдәге,adj,"39,63155981",981
кабер,n,"39,59116067",980
кич,n,"39,55076152",979
педагогия,n,"39,55076152",979
өндә,v,"39,55076152",979
ата,n,"39,42956409",976
хайван,n,"39,30836666",973
роман,n,"39,26796752",972
юстиция,n,"39,18716923",970
якынлаш,v,"39,18716923",970
объект,n,"39,02557266",966
сәламлә,v,"38,90437523",963
алла,n,"38,82357694",961
идарәче,n,"38,7831778",960
тиң,adj,"38,74277865",959
кулай,adj,"38,70237951",958
көндәлек,adj,"38,70237951",958
югыйсә,adj,"38,62158122",956
академик,adj,"38,58118208",955
белешмә,n,"38,50038379",953
артта,adj,"38,4195855",951
охшаш,adj,"38,37918636",950
шөкер,n,"38,37918636",950
басылган,adj,"38,25798893",947
яу,v,"38,21758979",946
активлык,n,"38,1367915",944
баул,n,"38,09639236",943
күптәннән,adv,"38,09639236",943
салды,phrase,"38,05599321",942
галимов,n,"37,8539975",937
яшер,v,"37,81359835",936
авиатөзелеш,n,"37,69240092",933
җимеш,n,"37,61160263",931
отряд,n,"37,57120349",930
олуг,adj,"37,53080435",929
бронза,n,"37,4904052",928
йола,n,"37,4904052",928
оештыручы,n,"37,45000606",927
ишегалды,n,"37,40960692",926
иминият,n,"37,36920777",925
ришвәт,n,"37,32880863",924
динамо,n,"37,24801034",922
үтенеч,n,"37,16721206",920
бире,adv,"36,84401891",912
җанлы,adj,"36,84401891",912
мәшгуль,adj,"36,80361976",911
киртә,n,"36,52082576",904
экскурсия,n,"36,48042661",903
картина,n,"36,35922918",900
кайгы,n,"36,31883004",899
норма,n,"36,19763261",896
курчак,n,"36,11683432",894
лар,n,"36,11683432",894
үзбәк,n,"36,11683432",894
никадәр,adv,"36,03603604",892
төсле,adj,"35,91483861",889
очраклы,adj,"35,79364117",886
иптәш,n,"35,75324203",885
казахстан,n,"35,75324203",885
образ,n,"35,75324203",885
ташу,n,"35,75324203",885
чирмеш,n,"35,71284289",884
эл,v,"35,67244374",883
тулган,v,"35,6320446",882
сук,v,"35,59164546",881
эз,n,"35,59164546",881
пьеса,n,"35,43004888",877
ихтирам,n,"35,38964974",876
йөкләмә,n,"35,38964974",876
тикшеренү,n,"35,38964974",876
гәрчә,cnjsub,"35,3492506",875
пленар,adj,"35,3492506",875
җәмигъ,n,"35,3492506",875
формалаштыру,n,"35,26845231",873
ялга,v,"35,26845231",873
ое,v,"35,22805317",872
чынбарлык,n,"35,18765402",871
империя,n,"35,14725488",870
дөньяви,adj,"35,10685573",869
анализ,n,"35,06645659",868
кыскарт,v,"35,02605745",867
ягын,v,"35,02605745",867
насыйп,n,"34,9856583",866
кис,v,"34,74326344",860
технологик,adj,"34,7028643",859
шахмат,n,"34,7028643",859
атла,v,"34,50086858",854
русча,n,"34,33927201",850
белмәгән,adj,"34,29887286",849
саммит,n,"34,29887286",849
хөрмәтле,adj,"34,29887286",849
дәлил,n,"34,21807458",847
күпмилләтле,adj,"34,21807458",847
һәрдаим,adv,"34,21807458",847
Әгерҗе,np,"34,21807458",847
инвестицион,adj,"34,09687715",844
меңләгән,det,"33,97567972",841
булат,n,"33,89488143",839
сыер,n,"33,89488143",839
данә,n,"33,85448228",838
союз,n,"33,85448228",838
дуңгыз,n,"33,69288571",834
волейбол,n,"33,65248657",833
сыман,post,"33,65248657",833
шартлы,adj,"33,65248657",833
миграция,n,"33,61208742",832
омтылыш,n,"33,61208742",832
квалификацияле,adj,"33,57168828",831
туплау,n,"33,53128914",830
ялгыш,adj,"33,53128914",830
кытлык,n,"33,41009171",827
чыршы,n,"33,41009171",827
яшелчә,n,"33,36969256",826
вариант,n,"33,24849513",823
шәрык,n,"33,24849513",823
куәт,n,"33,20809599",822
музыкант,n,"33,20809599",822
архив,n,"33,1272977",820
барла,v,"33,04649941",818
яна,v,"33,04649941",818
колак,n,"33,00610027",817
математика,n,"32,92530198",815
фәкать,cnjcoo,"32,92530198",815
акла,v,"32,88490284",814
канәгатьләндер,v,"32,88490284",814
кыйммәт,adj,"32,80410455",812
фараз,n,"32,80410455",812
производство,n,"32,76370541",811
дәвала,v,"32,72330627",810
драматург,n,"32,68290712",809
тап,n,"32,60210884",807
бензин,n,"32,56170969",806
эт,n,"32,56170969",806
Әлки,np,"32,56170969",806
ясалма,adj,"32,52131055",805
үсемлек,n,"32,52131055",805
бал,n,"32,44051226",803
үзешчән,adj,"32,40011312",802
авиация,n,"32,35971397",801
нишлә,v,"32,35971397",801
от,v,"32,35971397",801
металл,n,"32,23851654",798
указ,n,"32,15771826",796
генерал,n,"32,11731911",795
ләйсән,n,"32,11731911",795
илбашы,n,"32,03652083",793
зарлан,v,"31,99612168",792
чәч,v,"31,99612168",792
таныклык,n,"31,87492425",789
этник,adj,"31,87492425",789
булышлык,n,"31,83452511",788
сулыш,n,"31,83452511",788
модель,n,"31,79412596",787
фәрман,n,"31,79412596",787
якупов,n,"31,79412596",787
гыйбадәт,n,"31,75372682",786
телевизион,adj,"31,67292853",784
гадәттәгечә,adv,"31,63252939",783
мен,v,"31,47093282",779
йөгер,v,"31,43053367",778
кг,abbr,"31,39013453",777
гәҗит,n,"31,34973539",776
кайчандыр,adv,"31,34973539",776
гидрометеорология,n,"31,18813881",772
пар,n,"31,14773967",771
берникадәр,adj,"31,10734052",770
вак,adj,"31,02654224",768
пешер,v,"31,02654224",768
тәбриклә,v,"31,02654224",768
глобаль,adj,"30,98614309",767
һәрчак,adv,"30,98614309",767
гамәли,adj,"30,94574395",766
шат,adj,"30,94574395",766
вице-президент,n,"30,86494566",764
е,ltr,"30,86494566",764
ти,v,"30,86494566",764
күмәк,adj,"30,82454652",763
тәҗрибәле,adj,"30,82454652",763
вокзал,n,"30,78414738",762
норматив,adj,"30,78414738",762
агым,n,"30,74374823",761
ы,ltr,"30,66294995",759
премьера,n,"30,6225508",758
әкият,n,"30,6225508",758
капка,n,"30,54175251",756
корылык,n,"30,54175251",756
башлангыч,n,"30,50135337",755
шәп,adj,"30,46095423",754
бүтән,adj,"30,42055508",753
фаш,adj,"30,42055508",753
химик,adj,"30,42055508",753
куп,v,"30,38015594",752
али,n,"30,3397568",751
баба,n,"30,25895851",749
йөз,v,"30,25895851",749
күзлек,n,"30,25895851",749
символ,n,"30,21855937",748
нәүрүз,n,"30,17816022",747
хыял,n,"30,17816022",747
гыйльми,adj,"30,13776108",746
орлык,n,"30,13776108",746
җәһәт,n,"30,13776108",746
телеканал,n,"30,09736194",745
ветеринария,n,"30,05696279",744
гимназия,n,"30,05696279",744
яңарыш,n,"30,05696279",744
игелекле,adj,"29,97616451",742
нобель,adj,"29,97616451",742
фактор,n,"29,97616451",742
соң,adv,"29,93576536",741
чимал,n,"29,89536622",740
утыз,num,"29,77416879",737
үр,v,"29,77416879",737
экспертиза,n,"29,73376964",736
кичен,adv,"29,61257221",733
бәр,v,"29,53177393",731
сертификат,n,"29,53177393",731
чыгарылыш,n,"29,53177393",731
һәрхәлдә,ij,"29,45097564",729
алмаштыр,v,"29,4105765",728
керәшен,n,"29,32977821",726
онык,n,"29,32977821",726
фермер,n,"29,32977821",726
яшен,n,"29,28937907",725
пәнҗешәмбе,n,"29,24897992",724
балл,n,"29,20858078",723
канат,n,"29,20858078",723
тын,adj,"29,16818163",722
хакындагы,post,"29,12778249",721
евро,n,"29,08738335",720
визит,n,"29,0469842",719
мәңгелек,adj,"29,0469842",719
охша,v,"29,00658506",718
печән,n,"29,00658506",718
журналистика,n,"28,96618592",717
янәсе,ij,"28,96618592",717
җитешсезлек,n,"28,96618592",717
автоном,adj,"28,92578677",716
чүп-чар,n,"28,92578677",716
вазгыять,n,"28,88538763",715
заявка,n,"28,84498849",714
педагогика,n,"28,84498849",714
дата,n,"28,7641902",712
экспозиция,n,"28,7641902",712
бомба,n,"28,68339191",710
тоткын,n,"28,68339191",710
штаб,n,"28,60259363",708
автономия,n,"28,56219448",707
тоташ,v,"28,56219448",707
бихисап,adv,"28,48139619",705
латин,n,"28,44099705",704
президентлык,n,"28,44099705",704
реформала,v,"28,44099705",704
такта,n,"28,36019876",702
Әтнә,np,"28,36019876",702
оператор,n,"28,31979962",701
фатих,n,"28,31979962",701
халәт,n,"28,27940048",700
бригада,n,"28,19860219",698
тотын,v,"28,19860219",698
хаклы,adj,"28,19860219",698
чаклы,post,"28,19860219",698
яһүд,n,"28,07740476",695
каһарман,n,"28,03700562",694
кесә,n,"28,03700562",694
матурлык,n,"28,03700562",694
методик,adj,"28,03700562",694
интеллектуаль,adj,"27,99660647",693
кырыс,adj,"27,91580818",691
тала,v,"27,91580818",691
түләүле,adj,"27,91580818",691
хәерле,adj,"27,91580818",691
лекция,n,"27,87540904",690
мизгел,n,"27,87540904",690
чечен,n,"27,8350099",689
арзан,adj,"27,79461075",688
горурлык,n,"27,79461075",688
дистәләгән,det,"27,75421161",687
күк,adj,"27,71381247",686
субсидия,n,"27,71381247",686
документаль,adj,"27,59261504",683
телевизор,n,"27,59261504",683
мул,adj,"27,47141761",680
вуз,n,"27,39061932",678
атлетика,n,"27,35022018",677
чир,n,"27,35022018",677
басу,n,"27,30982103",676
ялгыз,adj,"27,26942189",675
озакка,adj,"27,22902274",674
тугры,adj,"27,22902274",674
низаг,n,"27,1886236",673
явыз,adj,"27,1886236",673
сәламләү,n,"27,14822446",672
шигъри,adj,"27,14822446",672
тренер,n,"27,10782531",671
кызу,adj,"27,06742617",670
кыю,adj,"27,02702703",669
в,ltr,"26,98662788",668
гуманитар,adj,"26,98662788",668
очко,n,"26,94622874",667
пычрак,adj,"26,9058296",666
саклык,n,"26,9058296",666
йомшак,adj,"26,82503131",664
осталык,n,"26,78463217",663
гаҗәп,adj,"26,70383388",661
ят,adj,"26,70383388",661
ату,n,"26,66343474",660
бодай,n,"26,66343474",660
мәртәбәле,adj,"26,66343474",660
кияү,n,"26,62303559",659
туфрак,n,"26,62303559",659
көтелмәгән,adj,"26,58263645",658
сау,v,"26,58263645",658
схема,n,"26,58263645",658
загс,n,"26,50183816",656
мондагы,adj,"26,50183816",656
коммерция,n,"26,46143902",655
аңлау,n,"26,42103987",654
мал,n,"26,42103987",654
референдум,n,"26,42103987",654
чиксез,adj,"26,42103987",654
Әнвәр,np,"26,42103987",654
әхлакый,adj,"26,42103987",654
ханлык,n,"26,38064073",653
зәңгәр,adj,"26,34024159",652
кайвакыт,adv,"26,34024159",652
гаделлек,n,"26,29984244",651
көйлә,v,"26,29984244",651
психологик,adj,"26,29984244",651
имин,adj,"26,2594433",650
минималь,adj,"26,21904416",649
кирәк,n,"26,17864501",648
берничек,adv,"26,13824587",647
кинәт,adj,"26,09784673",646
үтен,v,"26,09784673",646
тере,adj,"26,05744758",645
оборона,n,"26,01704844",644
рейтинг,n,"26,01704844",644
аракы,n,"25,9766493",643
туп,n,"25,9766493",643
кардәш,n,"25,89585101",641
такым,n,"25,85545186",640
бүгеннән,adv,"25,81505272",639
яраклы,adj,"25,77465358",638
гаҗәеп,adj,"25,73425443",637
төшенчә,n,"25,69385529",636
җил,n,"25,69385529",636
корылма,n,"25,65345615",635
утрау,n,"25,613057",634
җинаятьчел,adj,"25,613057",634
гәүдә,n,"25,57265786",633
чаңгы,n,"25,57265786",633
отышлы,adj,"25,41106129",629
бугай,ij,"25,330263",627
гомумбелем,n,"25,330263",627
өр-яңа,adj,"25,330263",627
бурычлы,adj,"25,28986385",626
ич,mod_ass,"25,24946471",625
алмаз,n,"25,20906557",624
инновация,n,"25,16866642",623
нәфрәт,n,"25,16866642",623
мөгезле,adj,"25,12826728",622
тәмам,adj,"25,12826728",622
вәкиллек,n,"25,08786814",621
механизм,n,"25,08786814",621
фидакарь,n,"25,08786814",621
санитар,n,"25,04746899",620
милекче,n,"25,00706985",619
җайланма,n,"25,00706985",619
кулланучы,n,"24,92627156",617
педагогик,adj,"24,92627156",617
чишелеш,n,"24,92627156",617
кыргыз,n,"24,80507413",614
лидер,n,"24,76467499",613
язды,phrase,"24,72427585",612
соклан,v,"24,60307841",609
яктылык,n,"24,56267927",608
газиз,adj,"24,48188098",606
системалы,adj,"24,48188098",606
бассейн,n,"24,44148184",605
газет,n,"24,4010827",604
текст,n,"24,36068355",603
казы,v,"24,32028441",602
кал,v,"24,32028441",602
җитештерүче,n,"24,32028441",602
атама,n,"24,23948612",600
хикәя,n,"24,23948612",600
ходай,n,"24,23948612",600
хәбәрдар,adj,"24,23948612",600
хәсән,adj,"24,19908698",599
әйләндер,v,"24,19908698",599
тәбрик,n,"24,11828869",597
класс,n,"24,07788955",596
киеренке,adj,"24,03749041",595
түбә,n,"23,95669212",593
лагерь,n,"23,91629297",592
практика,n,"23,91629297",592
удмурт,n,"23,91629297",592
канлы,adj,"23,87589383",591
теннис,n,"23,83549469",590
физика,n,"23,83549469",590
Әхмәтҗанов,np,"23,83549469",590
хәлиткеч,adj,"23,79509554",589
болга,v,"23,7546964",588
һуманитар,adj,"23,71429726",587
британ,n,"23,59309983",584
адәм,n,"23,55270068",583
тоташтыр,v,"23,55270068",583
фаҗигале,adj,"23,55270068",583
күчемсез,adj,"23,51230154",582
боерык,n,"23,4719024",581
комбинат,n,"23,4719024",581
көрд,n,"23,4719024",581
җанатар,n,"23,4719024",581
артлы,adj,"23,43150325",580
түбәндәге,adj,"23,43150325",580
йөзләгән,det,"23,39110411",579
мәхәллә,n,"23,35070497",578
тырыш,adj,"23,31030582",577
белдерүче,n,"23,26990668",576
кирәк-ярак,n,"23,18910839",574
күбесенчә,adv,"23,1083101",572
сарык,n,"23,1083101",572
карта,n,"23,06791096",571
кизү,n,"23,06791096",571
Әмиров,np,"23,06791096",571
арбитраж,n,"23,02751182",570
иркен,adj,"23,02751182",570
эксперт,n,"23,02751182",570
манара,n,"22,98711267",569
почмак,n,"22,94671353",568
сумма,n,"22,94671353",568
сынлы,adj,"22,94671353",568
сак,n,"22,90631439",567
алмаш,v,"22,86591524",566
сораштыр,v,"22,86591524",566
беркадәр,adv,"22,78511696",564
куанычлы,adj,"22,78511696",564
рәхмәтле,adj,"22,74471781",563
шигърият,n,"22,74471781",563
бер-бер,prn,"22,62352038",560
игътибарлы,adj,"22,62352038",560
реконструкция,n,"22,62352038",560
замана,n,"22,58312124",559
ведомствоара,adj,"22,54272209",558
күрсәтмә,n,"22,54272209",558
объектив,adj,"22,54272209",558
партнерлык,n,"22,54272209",558
реформа,n,"22,54272209",558
хәреф,n,"22,54272209",558
Әрмәнстан,np,"22,54272209",558
киңкүләм,adj,"22,50232295",557
трактор,n,"22,50232295",557
а,ij,"22,42152466",555
бөтенесе,prn,"22,42152466",555
видео,n,"22,42152466",555
әкренләп,adv,"22,42152466",555
ифтар,n,"22,38112552",554
бай,n,"22,30032723",552
куәтле,adj,"22,25992809",551
сәбәпче,n,"22,25992809",551
ашык,v,"22,21952895",550
баскыч,n,"22,1791298",549
марина,n,"22,1791298",549
маяк,n,"22,13873066",548
шар,n,"22,13873066",548
асфальт,n,"22,09833152",547
дустанә,adj,"22,09833152",547
тирәнтен,adv,"22,09833152",547
кәеф,n,"22,05793237",546
әрмән,n,"22,05793237",546
мавыктыргыч,adj,"22,01753323",545
туз,v,"22,01753323",545
кимчелек,n,"21,93673494",543
җентекле,adj,"21,93673494",543
татулык,n,"21,85593665",541
автотранспорт,n,"21,77513837",539
бөртекле,adj,"21,77513837",539
хезмәттәш,n,"21,77513837",539
буендагы,post,"21,73473922",538
унитар,adj,"21,73473922",538
бәлкем,ij,"21,69434008",537
нияз,n,"21,69434008",537
сәер,adj,"21,69434008",537
ком,n,"21,65394094",536
солтан,n,"21,61354179",535
тәңгәл,adj,"21,61354179",535
кичек,v,"21,57314265",534
срок,n,"21,57314265",534
эшсезлек,n,"21,57314265",534
имза,n,"21,53274351",533
пропаганда,n,"21,53274351",533
толерантлык,n,"21,49234436",532
аяныч,adj,"21,45194522",531
йомырка,n,"21,45194522",531
сары,adj,"21,41154608",530
кандидатура,n,"21,37114693",529
сын,n,"21,37114693",529
трамвай,n,"21,33074779",528
администрация,n,"21,29034864",527
демографик,adj,"21,29034864",527
иген,n,"21,2499495",526
берүк,ij,"21,16915121",524
пирамида,n,"21,16915121",524
тасвирла,v,"21,16915121",524
тәмле,adj,"21,16915121",524
Әмирхан,np,"21,16915121",524
диалог,n,"21,12875207",523
куркыт,v,"21,12875207",523
сәркатип,n,"21,12875207",523
шикле,adj,"21,12875207",523
үлән,n,"21,12875207",523
масштаблы,adj,"21,04795378",521
аң,n,"21,00755464",520
мигрант,n,"21,00755464",520
кыс,v,"20,9671555",519
нәшрият,n,"20,9671555",519
туристик,adj,"20,9671555",519
ак,v,"20,92675635",518
мөхәррир,n,"20,92675635",518
җыелма,n,"20,92675635",518
төпле,adj,"20,88635721",517
чикле,adj,"20,88635721",517
бетер,v,"20,84595807",516
лицензия,n,"20,84595807",516
чөгендер,n,"20,80555892",515
шатлыклы,adj,"20,80555892",515
инженер,n,"20,76515978",514
киеренкелек,n,"20,76515978",514
төш,n,"20,76515978",514
дивар,n,"20,72476064",513
каян,adv,"20,72476064",513
тәрәзә,n,"20,72476064",513
видеоконференция,n,"20,68436149",512
профсоюз,n,"20,68436149",512
бернәрсә,prn,"20,64396235",511
марс,n,"20,64396235",511
бак,v,"20,6035632",510
канәгатьсезлек,n,"20,6035632",510
намуслы,adj,"20,6035632",510
сый,v,"20,6035632",510
курык,v,"20,56316406",509
күрше,n,"20,56316406",509
препарат,n,"20,56316406",509
болытлы,adj,"20,52276492",508
вертолет,n,"20,52276492",508
проблемалы,adj,"20,44196663",506
тек,v,"20,44196663",506
яхшыла,v,"20,44196663",506
беркетмә,n,"20,40156749",505
барча,n,"20,36116834",504
күзлә,v,"20,36116834",504
көймә,n,"20,36116834",504
буйсын,v,"20,3207692",503
фарсы,n,"20,3207692",503
мыскыл,n,"20,19957177",500
экстремистик,adj,"20,15917263",499
очыш,n,"20,11877348",498
хор,n,"20,07837434",497
җавапла,v,"20,07837434",497
савым,n,"20,03797519",496
таш,n,"19,99757605",495
ау,v,"19,91677776",493
профилактика,n,"19,91677776",493
киңлек,n,"19,87637862",492
архитектор,n,"19,83597948",491
диңгез,n,"19,83597948",491
крестьян,n,"19,83597948",491
биек,adj,"19,6743829",487
затлы,adj,"19,63398376",486
экипаж,n,"19,63398376",486
әзерлекле,adj,"19,59358462",485
метрлы,adj,"19,55318547",484
асыл,adj,"19,51278633",483
сектор,n,"19,51278633",483
ахыргы,adj,"19,47238719",482
дизель,n,"19,47238719",482
дипломатик,adj,"19,47238719",482
шәригать,n,"19,47238719",482
симфоник,adj,"19,43198804",481
татлы,adj,"19,43198804",481
бает,v,"19,3915889",480
алия,n,"19,35118975",479
гаеп,n,"19,35118975",479
география,n,"19,31079061",478
Җәүдәт,np,"19,31079061",478
гыйлем,n,"19,27039147",477
ваз,adj,"19,18959318",475
илчелек,n,"19,18959318",475
шәфкать,n,"19,18959318",475
ярашлы,adj,"19,18959318",475
график,adj,"19,14919404",474
идеология,n,"19,14919404",474
ришвәтчелек,n,"19,14919404",474
әйдәгез,ij,"19,14919404",474
мишәр,n,"19,10879489",473
игенче,n,"19,06839575",472
җилкә,n,"19,06839575",472
гәзит,n,"19,02799661",471
алгы,adj,"18,98759746",470
уенчык,n,"18,98759746",470
ашлама,n,"18,94719832",469
руль,n,"18,94719832",469
тыл,n,"18,94719832",469
көчәй,v,"18,90679918",468
тар,adj,"18,90679918",468
шеш,n,"18,90679918",468
сукыр,n,"18,86640003",467
әдип,n,"18,86640003",467
кырык,num,"18,82600089",466
хасил,adj,"18,82600089",466
суы,v,"18,78560175",465
тираж,n,"18,78560175",465
илле,num,"18,7452026",464
комиссар,n,"18,7452026",464
миләүшә,n,"18,7452026",464
җәен,adj,"18,70480346",463
Әюпов,np,"18,70480346",463
никах,n,"18,66440431",462
физкультура,n,"18,66440431",462
галәм,n,"18,62400517",461
проблем,n,"18,62400517",461
виза,n,"18,54320688",459
искер,v,"18,54320688",459
лаборатория,n,"18,54320688",459
шүрәле,n,"18,54320688",459
каршына,post,"18,50280774",458
колачлы,adj,"18,50280774",458
мөбәрәк,n,"18,50280774",458
артка,adj,"18,4624086",457
инкыйлаб,n,"18,42200945",456
немец,n,"18,42200945",456
процедура,n,"18,42200945",456
аяз,adj,"18,38161031",455
коми,n,"18,38161031",455
райондагы,adj,"18,34121117",454
тырышу,n,"18,34121117",454
грипп,n,"18,30081202",453
остаз,n,"18,30081202",453
православие,n,"18,30081202",453
урындагы,adj,"18,30081202",453
идрис,n,"18,26041288",452
компенсация,n,"18,26041288",452
күзәтүче,n,"18,26041288",452
күчен,v,"18,26041288",452
резолюция,n,"18,26041288",452
бертавыштан,adv,"18,22001374",451
тәрбияләнүче,n,"18,17961459",450
янәшә,adj,"18,13921545",449
әхлак,n,"18,13921545",449
вәли,n,"18,09881631",448
гашыйк,adj,"18,05841716",447
икеләтә,adj,"18,05841716",447
сикер,v,"18,05841716",447
хосусый,adj,"18,05841716",447
нәни,adj,"18,01801802",446
перспективалы,adj,"18,01801802",446
тест,n,"18,01801802",446
формалаштыр,v,"18,01801802",446
атналык,adj,"17,97761887",445
дулкын,n,"17,97761887",445
һәркайсы,prn,"17,97761887",445
тату,adj,"17,93721973",444
баштан,adv,"17,89682059",443
чулпан,n,"17,89682059",443
эшкуар,n,"17,89682059",443
зарарлы,adj,"17,85642144",442
ишарә,n,"17,85642144",442
читтәге,adj,"17,85642144",442
шау-шу,n,"17,85642144",442
китеш,n,"17,8160223",441
корпоратив,adj,"17,8160223",441
формалаш,v,"17,8160223",441
патриотик,adj,"17,73522401",439
декларация,n,"17,69482487",438
бармак,n,"17,57362744",435
аңлатуынча,adv,"17,5332283",434
буяу,n,"17,5332283",434
кисәк,n,"17,5332283",434
мина,n,"17,5332283",434
тип,n,"17,5332283",434
акрынлап,adv,"17,49282915",433
батырлык,n,"17,49282915",433
процесс,n,"17,49282915",433
хакыйкать,n,"17,49282915",433
уйгыр,n,"17,45243001",432
язуынча,cnjadv,"17,45243001",432
казый,n,"17,41203086",431
орган,n,"17,41203086",431
өметле,adj,"17,41203086",431
асылын,v,"17,33123258",429
балтыйк,adj,"17,33123258",429
исерткеч,n,"17,33123258",429
тугандаш,adj,"17,33123258",429
төя,v,"17,33123258",429
кишәрлек,n,"17,29083343",428
яр,v,"17,29083343",428
үлчәү,n,"17,29083343",428
әз,adj,"17,29083343",428
баскетбол,n,"17,25043429",427
ла,mod_ass,"17,21003515",426
маркалы,adj,"17,169636",425
пакет,n,"17,169636",425
пычак,n,"17,169636",425
районара,adj,"17,169636",425
абсолют,adj,"17,12923686",424
каз,n,"17,12923686",424
колония,n,"17,12923686",424
комедия,n,"17,12923686",424
индустриаль,adj,"17,08883772",423
терәк,n,"17,08883772",423
техникум,n,"17,08883772",423
законлы,adj,"17,04843857",422
минутлык,adj,"17,04843857",422
украин,n,"17,04843857",422
юкса,cnjsub,"17,00803943",421
капитан,n,"16,96764029",420
он,n,"16,96764029",420
фашист,n,"16,96764029",420
табын,n,"16,92724114",419
инкарь,n,"16,886842",418
корпорация,n,"16,886842",418
намус,n,"16,886842",418
номинация,n,"16,886842",418
сыра,n,"16,886842",418
юнәл,v,"16,886842",418
һәртөрле,det,"16,886842",418
кычкыр,v,"16,84644286",417
күпьеллык,adj,"16,84644286",417
юлчы,n,"16,84644286",417
йогышлы,adj,"16,80604371",416
торба,n,"16,80604371",416
җенси,adj,"16,80604371",416
бүре,n,"16,76564457",415
мөнбәр,n,"16,76564457",415
тотрыклылык,n,"16,76564457",415
карт,n,"16,72524542",414
коточкыч,adj,"16,72524542",414
матәм,n,"16,72524542",414
пенсионер,n,"16,72524542",414
җәмгысе,adv,"16,72524542",414
исәп-хисап,n,"16,68484628",413
күпфатирлы,adj,"16,68484628",413
хореография,n,"16,68484628",413
җәяүле,adj,"16,68484628",413
зурлык,n,"16,64444714",412
радий,n,"16,64444714",412
рәхим,n,"16,64444714",412
еллап,adv,"16,60404799",411
мобиль,adj,"16,60404799",411
оркестр,n,"16,60404799",411
шартлаткыч,adj,"16,60404799",411
кабан,n,"16,56364885",410
кереш,n,"16,56364885",410
шундук,adv,"16,56364885",410
эшкуарлык,n,"16,56364885",410
даруханә,n,"16,52324971",409
чак,v,"16,52324971",409
эне,n,"16,48285056",408
беркет,v,"16,44245142",407
наркомания,n,"16,44245142",407
тизләт,v,"16,44245142",407
четерекле,adj,"16,44245142",407
булдыклы,adj,"16,40205228",406
үле,adj,"16,40205228",406
сервис,n,"16,36165313",405
сабак,n,"16,32125399",404
күкрәк,n,"16,28085485",403
подрядчы,n,"16,28085485",403
региональ,adj,"16,28085485",403
түгеллек,n,"16,28085485",403
борын,adv,"16,2404557",402
ләп,ideo,"16,2404557",402
мәркәз,n,"16,2404557",402
яла,n,"16,2404557",402
Әнкара,np,"16,2404557",402
ипи,n,"16,20005656",401
