lemma,POS,freq,ipm
конфессия,n,1144,"9,862068966"
тормышчан,n,1143,"9,853448276"
артиллерия,n,1142,"9,844827586"
структур,adj,1142,"9,844827586"
шулвакыт,adv,1142,"9,844827586"
төзет,v,1141,"9,836206897"
кабырга,n,1140,"9,827586207"
суверенитет,n,1140,"9,827586207"
җәйләү,n,1140,"9,827586207"
охшат,v,1139,"9,818965517"
санаторий,n,1139,"9,818965517"
хөррият,n,1139,"9,818965517"
ветеринар,n,1138,"9,810344828"
публицистика,n,1138,"9,810344828"
подполковник,n,1137,"9,801724138"
сыт,v,1137,"9,801724138"
дәвамчы,n,1136,"9,793103448"
дәртләндер,v,1136,"9,793103448"
мәрмәр,n,1136,"9,793103448"
кертем,n,1135,"9,784482759"
кешелеклелек,n,1135,"9,784482759"
келәт,n,1134,"9,775862069"
почет,n,1132,"9,75862069"
яманлык,n,1132,"9,75862069"
мөгамәлә,n,1130,"9,74137931"
художество,n,1130,"9,74137931"
шифа,n,1129,"9,732758621"
виртуаль,adj,1128,"9,724137931"
күреп кал,v,1128,"9,724137931"
урысча,n,1128,"9,724137931"
кросс,n,1127,"9,715517241"
раштуа,n,1127,"9,715517241"
тирәк,n,1127,"9,715517241"
заказчы,n,1126,"9,706896552"
пленум,n,1125,"9,698275862"
юньләп,adv,1125,"9,698275862"
якынлык,n,1125,"9,698275862"
әдәпле,adj,1125,"9,698275862"
атакай,n,1124,"9,689655172"
куб,n,1124,"9,689655172"
менеджмент,n,1124,"9,689655172"
терелт,v,1124,"9,689655172"
мохтаҗлык,n,1123,"9,681034483"
хәерчелек,n,1123,"9,681034483"
сайланма,adj,1122,"9,672413793"
докторлык,adj,1119,"9,646551724"
төлек,n,1119,"9,646551724"
эшләп бетер,v,1118,"9,637931034"
азчылык,n,1117,"9,629310345"
каптыр,v,1117,"9,629310345"
пистолет,n,1117,"9,629310345"
букча,n,1116,"9,620689655"
тылсым,n,1115,"9,612068966"
әбекәй,n,1115,"9,612068966"
бет,n,1114,"9,603448276"
продюсер,n,1114,"9,603448276"
күренү,n,1112,"9,586206897"
полицейский,n,1111,"9,577586207"
икенчел,adj,1110,"9,568965517"
алгарыш,n,1109,"9,560344828"
борчулы,adj,1109,"9,560344828"
тальян,n,1107,"9,543103448"
ваклан,v,1106,"9,534482759"
рота,n,1106,"9,534482759"
бөтенлек,n,1104,"9,517241379"
астрономия,n,1103,"9,50862069"
күмәч,n,1103,"9,50862069"
савык,v,1103,"9,50862069"
сазлык,n,1103,"9,50862069"
кыек,n,1102,"9,5"
драматик,adj,1100,"9,482758621"
кортла,v,1100,"9,482758621"
америкалы,n,1099,"9,474137931"
ратуша,n,1098,"9,465517241"
разряд,n,1097,"9,456896552"
фойе,n,1097,"9,456896552"
актуальлек,n,1096,"9,448275862"
жәллә,v,1096,"9,448275862"
тикшерен,v,1096,"9,448275862"
сабакташ,n,1095,"9,439655172"
дефицит,n,1094,"9,431034483"
салават,n,1093,"9,422413793"
качак,n,1092,"9,413793103"
пуля,n,1092,"9,413793103"
эмоциональ,adj,1092,"9,413793103"
бия,n,1091,"9,405172414"
иншалла,ij,1091,"9,405172414"
кайнар,adj,1090,"9,396551724"
кондитер,n,1090,"9,396551724"
чәнче,v,1089,"9,387931034"
штраф сал,v,1088,"9,379310345"
нота,n,1087,"9,370689655"
сәнгати,adj,1086,"9,362068966"
һун,n,1086,"9,362068966"
зифа,adj,1085,"9,353448276"
кулак,n,1084,"9,344827586"
хроник,n,1084,"9,344827586"
бикә,n,1083,"9,336206897"
иярлә,v,1083,"9,336206897"
кырт,adv,1082,"9,327586207"
уллык,n,1082,"9,327586207"
авторлык,n,1081,"9,318965517"
регламент,n,1081,"9,318965517"
җүләр,adj,1081,"9,318965517"
үтәт,v,1081,"9,318965517"
умырзая,n,1079,"9,301724138"
кырын,v,1078,"9,293103448"
подвал,n,1078,"9,293103448"
инструменталь,adj,1075,"9,267241379"
коллекция,n,1075,"9,267241379"
күмәклә,v,1075,"9,267241379"
метрополитен,n,1075,"9,267241379"
принципиаль,adj,1074,"9,25862069"
тумача,n,1074,"9,25862069"
фикердәш,n,1074,"9,25862069"
тын ал,v,1073,"9,25"
умартачы,n,1073,"9,25"
майя,n,1072,"9,24137931"
таушал,v,1072,"9,24137931"
умартачылык,n,1072,"9,24137931"
елъязма,n,1069,"9,215517241"
зиннәт,n,1069,"9,215517241"
индекс,n,1069,"9,215517241"
аксыл,adj,1068,"9,206896552"
итальян,n,1068,"9,206896552"
юаныч,n,1068,"9,206896552"
торгынлык,n,1067,"9,198275862"
аспект,n,1066,"9,189655172"
интектер,v,1066,"9,189655172"
диңгезче,n,1065,"9,181034483"
формаль,adj,1065,"9,181034483"
җиңеләй,v,1065,"9,181034483"
тентү,n,1063,"9,163793103"
интеллигенция,n,1061,"9,146551724"
корыт,v,1060,"9,137931034"
бөтенләйгә,adv,1059,"9,129310345"
нишләт,v,1059,"9,129310345"
чүплә,v,1059,"9,129310345"
кител,v,1058,"9,120689655"
ревизия,n,1058,"9,120689655"
беләзек,n,1057,"9,112068966"
татарлык,n,1057,"9,112068966"
чия,n,1057,"9,112068966"
чөй,v,1057,"9,112068966"
мәскәүле,n,1056,"9,103448276"
мөмкинчелек,n,1056,"9,103448276"
көлдер,v,1055,"9,094827586"
гадиләштер,v,1054,"9,086206897"
калку,adj,1054,"9,086206897"
опека,n,1051,"9,060344828"
симерт,v,1051,"9,060344828"
ирле,adj,1050,"9,051724138"
каралты-кура,n,1050,"9,051724138"
юлбарыс,n,1049,"9,043103448"
һәлак,n,1049,"9,043103448"
арыслан,n,1048,"9,034482759"
спонсор,n,1048,"9,034482759"
җәнҗал,n,1047,"9,025862069"
гол,n,1046,"9,017241379"
шелтә,n,1046,"9,017241379"
ачулы,adj,1045,"9,00862069"
бияләй,n,1045,"9,00862069"
яшеллек,n,1045,"9,00862069"
динамика,n,1043,"8,99137931"
фил,n,1043,"8,99137931"
сертификатла,v,1042,"8,982758621"
храм,n,1041,"8,974137931"
этнография,n,1041,"8,974137931"
үлгән,adj,1039,"8,956896552"
бәйләнешле,adj,1038,"8,948275862"
идеологик,adj,1038,"8,948275862"
сыйнфый,adj,1038,"8,948275862"
таҗ,n,1038,"8,948275862"
разый,adj,1037,"8,939655172"
микъдар,n,1036,"8,931034483"
тракт,n,1035,"8,922413793"
төшенкелеккә бирел,v,1034,"8,913793103"
өнә,v,1034,"8,913793103"
шәт,ij,1032,"8,896551724"
ияр,n,1031,"8,887931034"
сагындыр,v,1031,"8,887931034"
сукбай,n,1031,"8,887931034"
төкән,v,1030,"8,879310345"
көпчәк,n,1029,"8,870689655"
җәяүләп,adv,1029,"8,870689655"
әмәл,n,1029,"8,870689655"
зурайт,v,1028,"8,862068966"
төзеклек,n,1028,"8,862068966"
әкияти,adj,1028,"8,862068966"
наданлык,n,1026,"8,844827586"
трибуна,n,1026,"8,844827586"
очраклы рәвештә,adv,1025,"8,836206897"
ахырзаман,n,1024,"8,827586207"
модернизация,n,1024,"8,827586207"
мотлак,adj,1024,"8,827586207"
сөтчелек,n,1024,"8,827586207"
зоотехник,n,1021,"8,801724138"
коткы,n,1021,"8,801724138"
тәтешле,n,1021,"8,801724138"
хурлык,n,1021,"8,801724138"
сихерче,n,1019,"8,784482759"
тернәклән,v,1019,"8,784482759"
тимераяк,n,1019,"8,784482759"
тормыш иптәше,n,1019,"8,784482759"
йөреп чык,v,1018,"8,775862069"
җиз,n,1017,"8,767241379"
зәхмәт,n,1016,"8,75862069"
тартын,v,1016,"8,75862069"
ахыргача,adv,1015,"8,75"
ленинчы,n,1015,"8,75"
дымлы,adj,1014,"8,74137931"
силос,n,1014,"8,74137931"
тәнкыйди,adj,1014,"8,74137931"
дистанцион,adj,1013,"8,732758621"
зоопарк,n,1012,"8,724137931"
медик,n,1011,"8,715517241"
пилот,n,1011,"8,715517241"
хант,n,1011,"8,715517241"
ятимлек,n,1011,"8,715517241"
җаен тап,v,1011,"8,715517241"
дөрлә,v,1010,"8,706896552"
кушыр,v,1010,"8,706896552"
искитмәле,adj,1009,"8,698275862"
көлемсерә,v,1009,"8,698275862"
уполномоченный,n,1009,"8,698275862"
дәхи,adv,1008,"8,689655172"
бакчачылык,n,1007,"8,681034483"
кистер,v,1007,"8,681034483"
суүткәргеч,n,1006,"8,672413793"
аңлатуынча,adv,1005,"8,663793103"
кисеп ал,v,1005,"8,663793103"
михнәт,n,1005,"8,663793103"
нарасый,n,1005,"8,663793103"
политик,adj,1005,"8,663793103"
мораль,adj,1004,"8,655172414"
приказ,n,1003,"8,646551724"
контрольлек,n,1002,"8,637931034"
көләч,adj,1002,"8,637931034"
мәсхәрәлә,v,1002,"8,637931034"
өйлә,n,1002,"8,637931034"
хәстәр,n,1001,"8,629310345"
максатлы,adj,1000,"8,620689655"
галәмәт,adj,999,"8,612068966"
кубометр,n,999,"8,612068966"
тай,v,999,"8,612068966"
юләр,adj,999,"8,612068966"
бакыр,v,998,"8,603448276"
гитара,n,998,"8,603448276"
көрсен,v,997,"8,594827586"
конкурентлык,n,996,"8,586206897"
координацияләү,n,996,"8,586206897"
күтәренкелек,n,996,"8,586206897"
өздер,v,996,"8,586206897"
ипподром,n,995,"8,577586207"
протокол,n,995,"8,577586207"
башмак,n,994,"8,568965517"
ботинка,n,993,"8,560344828"
зәһәр,n,993,"8,560344828"
йоктыр,v,993,"8,560344828"
капитализм,n,993,"8,560344828"
түләт,v,993,"8,560344828"
агитация,n,992,"8,551724138"
берек,v,992,"8,551724138"
конкуренция,n,992,"8,551724138"
хет,n,991,"8,543103448"
чишен,v,991,"8,543103448"
күке,n,990,"8,534482759"
резидент,n,990,"8,534482759"
саргай,v,990,"8,534482759"
амин,ij,989,"8,525862069"
аргамак,n,989,"8,525862069"
такым,n,989,"8,525862069"
тулпар,n,989,"8,525862069"
блок,n,988,"8,517241379"
бөтенсоюз,n,988,"8,517241379"
кыйбат,adj,988,"8,517241379"
комачау,n,987,"8,50862069"
философ,n,987,"8,50862069"
фантазия,n,986,"8,5"
зина,n,985,"8,49137931"
им,n,985,"8,49137931"
үҗәтлек,n,985,"8,49137931"
тирбәл,v,984,"8,482758621"
хәрәкәтлән,v,984,"8,482758621"
япь,n,983,"8,474137931"
декрет,n,982,"8,465517241"
ункөнлек,n,982,"8,465517241"
хәлсез,adj,982,"8,465517241"
тәмамлан,v,981,"8,456896552"
кышла,v,980,"8,448275862"
мичкә,n,980,"8,448275862"
смотр,n,980,"8,448275862"
фундаменталь,adj,980,"8,448275862"
икән,n,979,"8,439655172"
кып,ideo,979,"8,439655172"
теплица,n,979,"8,439655172"
борай,n,978,"8,431034483"
күндер,v,978,"8,431034483"
тәртипсезлек,n,978,"8,431034483"
уңайсызлык,n,978,"8,431034483"
дар,n,977,"8,422413793"
иҗатташ,n,977,"8,422413793"
полиэтилен,n,976,"8,413793103"
һөнәрчелек,n,976,"8,413793103"
савыктыр,v,975,"8,405172414"
куптар,v,973,"8,387931034"
смета,n,973,"8,387931034"
теракт,n,973,"8,387931034"
карлыгач,n,972,"8,379310345"
разведка,n,972,"8,379310345"
самавыр,n,972,"8,379310345"
начальник,n,971,"8,370689655"
потенциаль,adj,970,"8,362068966"
учет,n,970,"8,362068966"
яралан,v,970,"8,362068966"
болай ит,v,969,"8,353448276"
көл,n,968,"8,344827586"
эшлән,v,968,"8,344827586"
джаз,n,967,"8,336206897"
калкан,n,966,"8,327586207"
кыя,n,966,"8,327586207"
укол,n,966,"8,327586207"
урын-җир,n,966,"8,327586207"
координация,n,965,"8,318965517"
җор,n,965,"8,318965517"
гадәтлән,v,964,"8,310344828"
грамматика,n,964,"8,310344828"
декабрист,n,964,"8,310344828"
каләмдәш,n,964,"8,310344828"
мәхшәр,n,964,"8,310344828"
мөшкел,adj,964,"8,310344828"
очраштыр,v,964,"8,310344828"
космонавт,n,962,"8,293103448"
сыйдырышлы,adj,962,"8,293103448"
таҗик,n,962,"8,293103448"
фураж,n,962,"8,293103448"
җирән,adj,962,"8,293103448"
әйбәтлә,v,962,"8,293103448"
бәһа,n,961,"8,284482759"
галимә,n,961,"8,284482759"
татып кара,v,961,"8,284482759"
инженерлык,n,960,"8,275862069"
тояк,n,959,"8,267241379"
өчпочмак,n,959,"8,267241379"
синтез,n,958,"8,25862069"
чук,n,958,"8,25862069"
шәрәф,n,958,"8,25862069"
мәллә,qst,957,"8,25"
маркетинг,n,956,"8,24137931"
нәүбәт,n,956,"8,24137931"
пычкы,n,955,"8,232758621"
пәрәвез,n,954,"8,224137931"
киендер,v,953,"8,215517241"
кофе,n,952,"8,206896552"
патшабикә,n,952,"8,206896552"
сузык,n,952,"8,206896552"
чит ил кешесе,n,952,"8,206896552"
алмашын,v,951,"8,198275862"
гыйшык,n,950,"8,189655172"
сәҗдә,n,950,"8,189655172"
династия,n,949,"8,181034483"
период,n,949,"8,181034483"
дөп,ideo,948,"8,172413793"
хәйрияче,n,948,"8,172413793"
аваздаш,adj,947,"8,163793103"
күн,v,947,"8,163793103"
чүкеч,n,947,"8,163793103"
атлы,n,946,"8,155172414"
уфтан,v,946,"8,155172414"
ханбикә,n,946,"8,155172414"
эпидемия,n,946,"8,155172414"
күркә,n,945,"8,146551724"
парта,n,944,"8,137931034"
бин,n,943,"8,129310345"
кабар,v,943,"8,129310345"
коммунистик,adj,943,"8,129310345"
конфет,n,943,"8,129310345"
баһадир,n,942,"8,120689655"
терроризм,n,942,"8,120689655"
мина,n,941,"8,112068966"
попечительлек,n,941,"8,112068966"
технолог,n,940,"8,103448276"
критерий,n,938,"8,086206897"
сасы,v,938,"8,086206897"
хо,n,938,"8,086206897"
эра,n,938,"8,086206897"
калкыт,v,937,"8,077586207"
маз,n,937,"8,077586207"
талаш,n,936,"8,068965517"
координатор,n,935,"8,060344828"
курган,n,934,"8,051724138"
атлас,n,933,"8,043103448"
юксын,v,933,"8,043103448"
кавалер,n,932,"8,034482759"
питрау,n,932,"8,034482759"
сыерчык,n,930,"8,017241379"
әрем,n,930,"8,017241379"
дәртлән,v,929,"8,00862069"
изолятор,n,929,"8,00862069"
яссылык,n,929,"8,00862069"
бөкелә,v,928,8
мантыйк,n,928,8
таулы,adj,928,8
хөр,adj,928,8
грузин,n,927,"7,99137931"
дзюдо,n,927,"7,99137931"
идеаль,adj,927,"7,99137931"
коръәни,adj,926,"7,982758621"
афәрин,ij,925,"7,974137931"
ашыктыр,v,925,"7,974137931"
держава,n,924,"7,965517241"
инсульт,n,923,"7,956896552"
фотограф,n,923,"7,956896552"
чәнечке,n,922,"7,948275862"
массаж,n,921,"7,939655172"
тукыма,n,921,"7,939655172"
өт,v,921,"7,939655172"
балалык,n,920,"7,931034483"
тыйнаклык,n,920,"7,931034483"
шелтәлә,v,920,"7,931034483"
эчерт,v,920,"7,931034483"
ерактагы,adj,918,"7,913793103"
кышлат,v,918,"7,913793103"
радикаль,adj,918,"7,913793103"
спутник,n,918,"7,913793103"
дипломатик,adj,917,"7,905172414"
меморандум,n,917,"7,905172414"
мәрхүмә,n,917,"7,905172414"
мөхбир,n,916,"7,896551724"
уч төбе,n,916,"7,896551724"
бергәлек,n,915,"7,887931034"
салын,v,915,"7,887931034"
тыгызлык,n,915,"7,887931034"
дикъкать,n,914,"7,879310345"
реалистик,adj,914,"7,879310345"
радиация,n,913,"7,870689655"
мебель,n,912,"7,862068966"
әһә,ij,912,"7,862068966"
тонык,adj,911,"7,853448276"
бөлгенлек,n,910,"7,844827586"
терсәк,n,910,"7,844827586"
информация,n,909,"7,836206897"
эшләпә,n,909,"7,836206897"
җиһазла,v,907,"7,818965517"
беркетмә,n,906,"7,810344828"
калининград,n,906,"7,810344828"
алкогольле,adj,905,"7,801724138"
алпавыт,n,905,"7,801724138"
карал,v,905,"7,801724138"
фотография,n,905,"7,801724138"
ипле,adj,903,"7,784482759"
проектла,v,903,"7,784482759"
пот,n,902,"7,775862069"
стресс,n,902,"7,775862069"
чаңгычы,n,902,"7,775862069"
тәэминат,n,901,"7,767241379"
капша,v,900,"7,75862069"
монтаж,n,900,"7,75862069"
апай,n,898,"7,74137931"
хиҗаб,n,898,"7,74137931"
алъяпкыч,n,897,"7,732758621"
мөхтәсибәт,n,896,"7,724137931"
рубрика,n,894,"7,706896552"
тәрәз,n,894,"7,706896552"
зарури,adj,893,"7,698275862"
иңлә,v,893,"7,698275862"
тозак,n,891,"7,681034483"
тренинг,n,891,"7,681034483"
маташу,n,890,"7,672413793"
махсуслашкан,adj,890,"7,672413793"
конструктор,n,889,"7,663793103"
реанимация,n,888,"7,655172414"
кызыллык,n,887,"7,646551724"
сөйләвенчә,adv,887,"7,646551724"
конструктив,adj,886,"7,637931034"
кызгану,n,885,"7,629310345"
тышла,v,885,"7,629310345"
гигант,n,884,"7,620689655"
кишер,n,884,"7,620689655"
барлык,det,883,"7,612068966"
дөм,adv,883,"7,612068966"
вәхши,adj,882,"7,603448276"
әллүки,n,882,"7,603448276"
берүзе,prn,881,"7,594827586"
иләк,n,881,"7,594827586"
корреспондент,n,881,"7,594827586"
ләм,n,881,"7,594827586"
симез,adj,880,"7,586206897"
олпат,adj,879,"7,577586207"
аркадий,n,878,"7,568965517"
аллы-гөлле,adj,875,"7,543103448"
салют,n,874,"7,534482759"
куркак,n,873,"7,525862069"
күрке,n,873,"7,525862069"
биржа,n,872,"7,517241379"
ромашка,n,872,"7,517241379"
бандит,n,871,"7,50862069"
валлаһи,ij,871,"7,50862069"
инглизчә,adv,871,"7,50862069"
аргы,adj,870,"7,5"
агент,n,869,"7,49137931"
күкәй,n,869,"7,49137931"
утар,n,869,"7,49137931"
бадминтон,n,868,"7,482758621"
тынгылык,n,868,"7,482758621"
эсселек,n,868,"7,482758621"
бозлавык,n,867,"7,474137931"
кресло,n,867,"7,474137931"
макет,n,867,"7,474137931"
бөртеклә,v,866,"7,465517241"
мир,n,866,"7,465517241"
патриарх,n,866,"7,465517241"
атом-төш,adj,865,"7,456896552"
реабилитация,n,865,"7,456896552"
сыла,v,865,"7,456896552"
театральләштер,v,865,"7,456896552"
иттифак,n,864,"7,448275862"
җим,n,864,"7,448275862"
беләк,n,863,"7,439655172"
страховка,n,863,"7,439655172"
кәүсә,n,861,"7,422413793"
кайсыбер,det,860,"7,413793103"
күсе,n,859,"7,405172414"
мәрхәмәтлелек,n,859,"7,405172414"
борт,n,858,"7,396551724"
пошлина,n,858,"7,396551724"
служба,n,858,"7,396551724"
трубка,n,858,"7,396551724"
информацион,adj,857,"7,387931034"
подряд,n,857,"7,387931034"
рада,n,857,"7,387931034"
читек,n,857,"7,387931034"
бүленеш,n,856,"7,379310345"
газель,n,856,"7,379310345"
уйдырма,n,856,"7,379310345"
карачкы,n,855,"7,370689655"
сквер,n,855,"7,370689655"
шәрекъ,n,855,"7,370689655"
җәйлә,v,855,"7,370689655"
металлург,n,854,"7,362068966"
ядкәр,n,851,"7,336206897"
декада,n,850,"7,327586207"
шыгырда,v,850,"7,327586207"
баланс,n,848,"7,310344828"
сул,v,848,"7,310344828"
инану,n,847,"7,301724138"
катык,n,847,"7,301724138"
инфаркт,n,846,"7,293103448"
каталог,n,846,"7,293103448"
лексика,n,846,"7,293103448"
тибрәт,v,845,"7,284482759"
ераклаш,v,844,"7,275862069"
уйлау,n,844,"7,275862069"
госманлы,n,843,"7,267241379"
авырай,v,842,"7,25862069"
бүгенгәчә,adv,842,"7,25862069"
исраф,n,842,"7,25862069"
полимер,n,842,"7,25862069"
ре,n,842,"7,25862069"
бөдрә,adj,841,"7,25"
әйттер,v,841,"7,25"
көрд,n,840,"7,24137931"
парламентарий,n,839,"7,232758621"
якут,n,839,"7,232758621"
ярым,n,839,"7,232758621"
ятышлы,adj,839,"7,232758621"
авто,n,838,"7,224137931"
дәү әти,n,838,"7,224137931"
окоп,n,838,"7,224137931"
җизни,n,838,"7,224137931"
актерлык,n,837,"7,215517241"
болак,n,837,"7,215517241"
кунакчыллык,n,837,"7,215517241"
миһербанлы,adj,837,"7,215517241"
симпозиум,n,837,"7,215517241"
фортепиано,n,837,"7,215517241"
чернобыль,n,837,"7,215517241"
ятма,n,837,"7,215517241"
собор,n,836,"7,206896552"
тансык,adj,836,"7,206896552"
ургыл,v,836,"7,206896552"
гыйбадәтханә,n,835,"7,198275862"
романс,n,835,"7,198275862"
табибә,n,835,"7,198275862"
убырлы,n,835,"7,198275862"
гасырлык,adj,834,"7,189655172"
тәһарәт,n,834,"7,189655172"
активлаш,v,833,"7,181034483"
билләһи,ij,833,"7,181034483"
диктор,n,833,"7,181034483"
нар,n,832,"7,172413793"
сай,adj,832,"7,172413793"
курорт,n,831,"7,163793103"
тәбәнәк,adj,831,"7,163793103"
тукма,v,830,"7,155172414"
этномәдәни,adj,830,"7,155172414"
нотык,n,829,"7,146551724"
арадашчы,n,828,"7,137931034"
ишәй,v,828,"7,137931034"
оекбаш,n,827,"7,129310345"
самбо,n,827,"7,129310345"
яһүди,n,826,"7,120689655"
аклык,n,825,"7,112068966"
бактерия,n,825,"7,112068966"
йөкләт,v,824,"7,103448276"
логик,adj,823,"7,094827586"
математик,adj,823,"7,094827586"
автомашина,n,822,"7,086206897"
алфавит,n,822,"7,086206897"
исәпләш,v,822,"7,086206897"
папа,n,822,"7,086206897"
рәсми булмаган,adj,822,"7,086206897"
билгесезлек,n,821,"7,077586207"
бәргәлән,v,821,"7,077586207"
жигули,n,821,"7,077586207"
логистика,n,821,"7,077586207"
кызый,n,820,"7,068965517"
прогрессив,adj,820,"7,068965517"
шук,n,820,"7,068965517"
бүленү,n,818,"7,051724138"
эксплуатация,n,818,"7,051724138"
күкрә,v,817,"7,043103448"
соңар,v,817,"7,043103448"
кинематография,n,816,"7,034482759"
күренмәле,adj,816,"7,034482759"
уңдырышлы,adj,816,"7,034482759"
буржуаз,adj,815,"7,025862069"
ым,n,815,"7,025862069"
онкологик,adj,814,"7,017241379"
һөнәрче,n,814,"7,017241379"
аптека,n,813,"7,00862069"
волонтерлык,n,813,"7,00862069"
рәтле,adj,813,"7,00862069"
координацион,adj,812,7
чарасызлык,n,812,7
кяфер,n,811,"6,99137931"
гүяки,cnjsub,810,"6,982758621"
охшашлык,n,809,"6,974137931"
снаряд,n,809,"6,974137931"
цензура,n,809,"6,974137931"
бәгърем,n,808,"6,965517241"
собрание,n,808,"6,965517241"
сфера,n,808,"6,965517241"
фашизм,n,808,"6,965517241"
нык тор,v,807,"6,956896552"
тренажер,n,807,"6,956896552"
казылык,n,806,"6,948275862"
функциональ,adj,806,"6,948275862"
хисапла,v,806,"6,948275862"
албасты,n,805,"6,939655172"
дипломант,n,805,"6,939655172"
дискуссия,n,805,"6,939655172"
коммуна,n,805,"6,939655172"
нефтехимия,n,805,"6,939655172"
тәфсилле,adj,805,"6,939655172"
монтажла,v,804,"6,931034483"
рухият,n,804,"6,931034483"
суын,v,804,"6,931034483"
тикле,post,804,"6,931034483"
куртка,n,803,"6,922413793"
тон,n,803,"6,922413793"
вилаять,n,802,"6,913793103"
залим,n,802,"6,913793103"
мифологик,adj,802,"6,913793103"
хезмәтләндер,v,802,"6,913793103"
хәзәр,n,802,"6,913793103"
шахтер,n,802,"6,913793103"
язуынча,cnjadv,802,"6,913793103"
озынайт,v,801,"6,905172414"
парла,v,801,"6,905172414"
тәфсир,n,801,"6,905172414"
былбыл,n,800,"6,896551724"
геноцид,n,800,"6,896551724"
һəм,cnjcoo,800,"6,896551724"
әткә,n,799,"6,887931034"
милләтпәрвәр,n,798,"6,879310345"
уртанчы,adj,798,"6,879310345"
читән,n,798,"6,879310345"
экономия,n,798,"6,879310345"
аттестат,n,797,"6,870689655"
дәрман,n,797,"6,870689655"
федератив,adj,797,"6,870689655"
юаш,adj,797,"6,870689655"
тетрән,v,796,"6,862068966"
тоткынлык,n,794,"6,844827586"
төпкел,n,794,"6,844827586"
чиратлаш,v,794,"6,844827586"
ашарга пешер,v,793,"6,836206897"
имидж,n,793,"6,836206897"
кыйл,v,793,"6,836206897"
трансляция,n,793,"6,836206897"
ярлык,n,793,"6,836206897"
куелыш,n,792,"6,827586207"
меңлек,n,792,"6,827586207"
угры,n,792,"6,827586207"
карыш,n,791,"6,818965517"
килешле,adj,791,"6,818965517"
чамалы,adj,791,"6,818965517"
шашлык,n,791,"6,818965517"
долларлык,adj,790,"6,810344828"
манси,n,790,"6,810344828"
чыныктыр,v,790,"6,810344828"
ябырыл,v,790,"6,810344828"
демография,n,789,"6,801724138"
тимерче,n,789,"6,801724138"
җыерчык,n,789,"6,801724138"
әмир,n,789,"6,801724138"
качкын,n,788,"6,793103448"
көнчелек,n,788,"6,793103448"
видеокамера,n,787,"6,784482759"
социологик,adj,787,"6,784482759"
швед,n,787,"6,784482759"
этнос,n,787,"6,784482759"
классташ,n,786,"6,775862069"
легион,n,786,"6,775862069"
мөкатдәс,adj,786,"6,775862069"
генетик,adj,785,"6,767241379"
кысан,adj,785,"6,767241379"
кәнфит,n,784,"6,75862069"
метафора,n,784,"6,75862069"
перспектив,adj,784,"6,75862069"
яшәр,v,784,"6,75862069"
расписание,n,783,"6,75"
юмористик,adj,783,"6,75"
ябын,v,783,"6,75"
монолог,n,782,"6,74137931"
усаллык,n,782,"6,74137931"
үкенү,n,782,"6,74137931"
астыртын,adj,781,"6,732758621"
ихласлык,n,781,"6,732758621"
котылгысыз,adj,779,"6,715517241"
открытка,n,779,"6,715517241"
очлы,adj,779,"6,715517241"
сәйяр,n,779,"6,715517241"
төнәтмә,n,779,"6,715517241"
утын,n,779,"6,715517241"
утырып тор,v,779,"6,715517241"
чуал,v,778,"6,706896552"
әүвәл,adj,777,"6,698275862"
администратор,n,776,"6,689655172"
банкротлык,n,775,"6,681034483"
куала,v,775,"6,681034483"
хәвеф-хәтәр,n,775,"6,681034483"
зарарлан,v,774,"6,672413793"
өчлек,n,774,"6,672413793"
беразга,adv,773,"6,663793103"
позитив,n,773,"6,663793103"
этнографик,adj,773,"6,663793103"
кырлы,adj,772,"6,655172414"
ралли,n,772,"6,655172414"
стимул,n,772,"6,655172414"
кушылдык,n,771,"6,646551724"
шыксыз,adj,771,"6,646551724"
эпик,adj,771,"6,646551724"
җыем,n,771,"6,646551724"
карантин,n,770,"6,637931034"
сөлек,n,770,"6,637931034"
таптан,v,770,"6,637931034"
католик,n,768,"6,620689655"
әкәмәт,adj,768,"6,620689655"
ерагай,v,767,"6,612068966"
сарыф,n,767,"6,612068966"
тарак,n,767,"6,612068966"
адәми,adj,765,"6,594827586"
британ,n,765,"6,594827586"
көнлек,n,765,"6,594827586"
каеш,v,764,"6,586206897"
ләгънәт,n,764,"6,586206897"
тезел,v,764,"6,586206897"
тынычлап,adv,764,"6,586206897"
ял иттер,v,764,"6,586206897"
гаҗиз,adj,763,"6,577586207"
туклы,n,762,"6,568965517"
белорус,n,761,"6,560344828"
олан,n,761,"6,560344828"
сенат,n,761,"6,560344828"
унлык,n,761,"6,560344828"
геология,n,760,"6,551724138"
риа,n,760,"6,551724138"
батырчылык,n,759,"6,543103448"
егәрлек,n,759,"6,543103448"
килмешәк,adj,759,"6,543103448"
миллион,num,758,"6,534482759"
звено,n,757,"6,525862069"
бәс,ij,756,"6,517241379"
бикле,adj,755,"6,50862069"
чылтыра,v,755,"6,50862069"
ялгышлык,n,755,"6,50862069"
меңъеллык,n,754,"6,5"
миллиард,num,754,"6,5"
сазлык,adj,754,"6,5"
фантастик,adj,754,"6,5"
ябалак,n,754,"6,5"
гаиләле,adj,753,"6,49137931"
сериал,n,753,"6,49137931"
чапан,n,753,"6,49137931"
шоколад,n,753,"6,49137931"
аңлашылмаучанлык,n,752,"6,482758621"
иммунитет,n,752,"6,482758621"
көрән,adj,752,"6,482758621"
аудио,n,751,"6,474137931"
рациональ,adj,751,"6,474137931"
